placeDcid,placeName,Date:Count_Person_Years16Onwards_WorkedFromHome_WorkCommute_Employed,Value:Count_Person_Years16Onwards_WorkedFromHome_WorkCommute_Employed,Source:Count_Person_Years16Onwards_WorkedFromHome_WorkCommute_Employed
geoId/02230,Skagway Municipality,2022,33.748,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/02240,Southeast Fairbanks Census Area,2022,258.54,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/02275,Wrangell City and Borough,2022,94.962,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/02282,Yakutat City and Borough,2022,13.992,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/02290,Yukon-Koyukuk Census Area,2022,160.247,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/04001,Apache County,2022,1662.716,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/04003,Cochise County,2022,4114.44,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/04005,Coconino County,2022,6302.49,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/04007,Gila County,2022,1622.192,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/04009,Graham County,2022,582.288,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/04011,Greenlee County,2022,28.903,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/04012,La Paz County,2022,373.29,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/04013,Maricopa County,2022,347686.992,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/04015,Mohave County,2022,4842.045,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/04017,Navajo County,2022,2664.72,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/04019,Pima County,2022,55806.531,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/04021,Pinal County,2022,20768.264,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/04023,Santa Cruz County,2022,1079.728,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/04025,Yavapai County,2022,10215.15,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/04027,Yuma County,2022,4555.744,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05001,Arkansas County,2022,158.884,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05003,Ashley County,2022,182.7,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05005,Baxter County,2022,862.353,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05007,Benton County,2022,17993.614,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05009,Boone County,2022,1315.55,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05011,Bradley County,2022,47.983,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05013,Calhoun County,2022,0,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05015,Carroll County,2022,1016.421,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05017,Chicot County,2022,99.944,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05019,Clark County,2022,527.958,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05021,Clay County,2022,346.864,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05023,Cleburne County,2022,645.426,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05025,Cleveland County,2022,112.554,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05027,Columbia County,2022,237.562,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05029,Conway County,2022,602.956,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05031,Craighead County,2022,2108.442,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05033,Crawford County,2022,1093.635,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05035,Crittenden County,2022,1073.574,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05037,Cross County,2022,152.548,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05039,Dallas County,2022,13.085,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05041,Desha County,2022,88.594,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05043,Drew County,2022,153.846,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05045,Faulkner County,2022,3777.15,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05047,Franklin County,2022,132.88,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05049,Fulton County,2022,345.384,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05051,Garland County,2022,2259.95,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05053,Grant County,2022,731.025,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05055,Greene County,2022,586.08,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05057,Hempstead County,2022,122.016,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05059,Hot Spring County,2022,306.192,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05061,Howard County,2022,142.695,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05063,Independence County,2022,667.548,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05065,Izard County,2022,135.696,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05067,Jackson County,2022,186.4,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05069,Jefferson County,2022,1570.338,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05071,Johnson County,2022,384.54,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05073,Lafayette County,2022,104.085,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05075,Lawrence County,2022,239.856,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05077,Lee County,2022,329.334,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05079,Lincoln County,2022,131.35,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05081,Little River County,2022,125.2,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05083,Logan County,2022,388.806,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05085,Lonoke County,2022,1852.956,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05087,Madison County,2022,544.389,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05089,Marion County,2022,407.68,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05091,Miller County,2022,414.674,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05093,Mississippi County,2022,373.819,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05095,Monroe County,2022,32.004,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05097,Montgomery County,2022,125.658,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05099,Nevada County,2022,9.351,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05101,Newton County,2022,451.17,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05103,Ouachita County,2022,166.9,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05105,Perry County,2022,194.948,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05107,Phillips County,2022,248.805,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05109,Pike County,2022,172.61,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05111,Poinsett County,2022,437.472,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05113,Polk County,2022,351.513,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05115,Pope County,2022,1043.952,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05117,Prairie County,2022,258.42,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05119,Pulaski County,2022,15875.365,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05121,Randolph County,2022,278.48,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05123,St. Francis County,2022,195.25,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05125,Saline County,2022,4028.979,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05127,Scott County,2022,109.269,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05129,Searcy County,2022,99.54,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05131,Sebastian County,2022,3413.4,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05133,Sevier County,2022,253.954,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05135,Sharp County,2022,273.504,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05137,Stone County,2022,192.8,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05139,Union County,2022,846.251,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05141,Van Buren County,2022,316.476,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05143,Washington County,2022,11466.24,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05145,White County,2022,1177.007,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05147,Woodruff County,2022,107.625,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/05149,Yell County,2022,703.258,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06001,Alameda County,2022,170429.362,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06003,Alpine County,2022,153.758,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06005,Amador County,2022,2093.58,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06007,Butte County,2022,9841.325,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06009,Calaveras County,2022,2296.89,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06011,Colusa County,2022,483.327,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06013,Contra Costa County,2022,94586.47,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06015,Del Norte County,2022,662.883,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06017,El Dorado County,2022,15072.225,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06019,Fresno County,2022,33743.902,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06021,Glenn County,2022,896.732,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06023,Humboldt County,2022,6357.643,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06025,Imperial County,2022,3500.765,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06027,Inyo County,2022,793.212,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06029,Kern County,2022,22163.778,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06031,Kings County,2022,2560.185,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06033,Lake County,2022,3549.698,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06035,Lassen County,2022,507.813,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06037,Los Angeles County,2022,625379.172,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06039,Madera County,2022,4327.95,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06041,Marin County,2022,32749.255,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06043,Mariposa County,2022,1124.448,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06045,Mendocino County,2022,3757.782,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06047,Merced County,2022,5744.574,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06049,Modoc County,2022,337.504,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06051,Mono County,2022,1065.6,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06053,Monterey County,2022,16488.762,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06055,Napa County,2022,7359.66,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06057,Nevada County,2022,9661.324,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06059,Orange County,2022,228238.442,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06061,Placer County,2022,35031.645,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06063,Plumas County,2022,568.26,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06065,Riverside County,2022,97503.153,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06067,Sacramento County,2022,108337.006,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06069,San Benito County,2022,2763.9,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06071,San Bernardino County,2022,85167.27,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06073,San Diego County,2022,241820.146,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06075,San Francisco County,2022,114081.084,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06077,San Joaquin County,2022,26023.36,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06079,San Luis Obispo County,2022,16794.96,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06081,San Mateo County,2022,74808.51,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06083,Santa Barbara County,2022,22933.792,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06085,Santa Clara County,2022,190208.265,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06087,Santa Cruz County,2022,21103.61,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06089,Shasta County,2022,5498.496,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06091,Sierra County,2022,144.704,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06093,Siskiyou County,2022,1517.53,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06095,Solano County,2022,20136.48,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06097,Sonoma County,2022,31473.26,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06099,Stanislaus County,2022,15143.766,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06101,Sutter County,2022,2881.923,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06103,Tehama County,2022,2229.21,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06105,Trinity County,2022,1407.872,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06107,Tulare County,2022,9600.24,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06109,Tuolumne County,2022,2194.61,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06111,Ventura County,2022,49927.236,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06113,Yolo County,2022,14684.242,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/06115,Yuba County,2022,2139.008,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/08001,Adams County,2022,30960.348,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/08003,Alamosa County,2022,305.28,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/08005,Arapahoe County,2022,56933.129,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
geoId/08007,Archuleta County,2022,954.854,https://data.census.gov/table?q=S0801&tid=ACSST5Y2016.S0801
