placeDcid,placeName,Date:Count_Household_With0AvailableVehicles,Value:Count_Household_With0AvailableVehicles,Source:Count_Household_With0AvailableVehicles,Date:Count_Household_With1AvailableVehicles,Value:Count_Household_With1AvailableVehicles,Source:Count_Household_With1AvailableVehicles,Date:Count_Household_With2AvailableVehicles,Value:Count_Household_With2AvailableVehicles,Source:Count_Household_With2AvailableVehicles,Date:Count_Household_With3AvailableVehicles,Value:Count_Household_With3AvailableVehicles,Source:Count_Household_With3AvailableVehicles
geoId/01049,DeKalb County,2022,1072,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,6879,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,9530,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,5230,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01051,Elmore County,2022,1385,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,8515,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,11902,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,6796,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01053,Escambia County,2022,799,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,5138,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,4633,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1797,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01055,Etowah County,2022,1643,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,11752,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,14331,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,6934,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01057,Fayette County,2022,657,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1610,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1995,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1188,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01059,Franklin County,2022,1031,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,3120,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,3585,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1995,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01061,Geneva County,2022,710,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,2982,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,3544,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,2131,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01063,Greene County,2022,378,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1089,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,965,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,287,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01065,Hale County,2022,620,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1861,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1417,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1082,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01067,Henry County,2022,509,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1986,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,2183,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1394,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01069,Houston County,2022,2576,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,14253,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,15643,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,6132,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01071,Jackson County,2022,954,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,5977,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,7801,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,3866,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01073,Jefferson County,2022,18241,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,91518,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,95975,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,41886,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01075,Lamar County,2022,297,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1551,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1617,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1121,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01077,Lauderdale County,2022,2322,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,10979,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,13571,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,7507,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01079,Lawrence County,2022,654,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,3211,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,4349,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,2814,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01081,Lee County,2022,3111,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,20244,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,25371,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,11031,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01083,Limestone County,2022,1186,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,9632,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,15462,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,7781,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01085,Lowndes County,2022,444,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1590,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1090,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,554,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01087,Macon County,2022,769,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,2641,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1972,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,925,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01089,Madison County,2022,6552,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,52884,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,59903,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,26244,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01091,Marengo County,2022,634,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,2830,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,2437,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,864,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01093,Marion County,2022,548,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,3128,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,4002,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1826,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01095,Marshall County,2022,1725,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,9487,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,13686,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,7222,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01097,Mobile County,2022,10773,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,54282,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,57794,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,25615,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01099,Monroe County,2022,460,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,2441,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,2600,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1241,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01101,Montgomery County,2022,6165,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,35556,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,30196,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,11768,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01103,Morgan County,2022,2454,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,13988,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,17296,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,9067,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01105,Perry County,2022,319,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1238,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,893,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,333,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01107,Pickens County,2022,552,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,2109,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,2202,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1299,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01109,Pike County,2022,802,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,4451,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,3971,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,2044,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01111,Randolph County,2022,461,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,2329,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,3009,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1374,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01113,Russell County,2022,2075,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,7935,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,8104,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,3241,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01115,St. Clair County,2022,1104,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,7325,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,13962,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,7466,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01117,Shelby County,2022,2218,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,20997,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,35841,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,17208,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01119,Sumter County,2022,371,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1581,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1586,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,718,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01121,Talladega County,2022,2484,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,9340,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,10807,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,6007,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01123,Tallapoosa County,2022,1128,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,4901,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,5677,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,2911,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01125,Tuscaloosa County,2022,4821,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,28540,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,30888,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,13638,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01127,Walker County,2022,1166,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,7168,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,8862,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,4289,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01129,Washington County,2022,228,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1447,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1644,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1220,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01131,Wilcox County,2022,487,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1030,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1266,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,500,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01133,Winston County,2022,483,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,2355,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,3051,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1840,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/02013,Aleutians East Borough,2022,225,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,351,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,235,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,62,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/02016,Aleutians West Census Area,2022,96,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,371,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,380,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,97,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/02020,Anchorage Municipality,2022,6085,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,35967,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,41882,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,15584,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/02050,Bethel Census Area,2022,2824,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1067,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,471,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,174,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/02060,Bristol Bay Borough,2022,29,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,91,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,81,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,48,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/02063,Chugach Census Area,2022,158,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1055,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,981,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,385,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/02066,Copper River Census Area,2022,76,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,252,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,334,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,281,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/02068,Denali Borough,2022,17,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,146,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,164,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,79,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/02070,Dillingham Census Area,2022,501,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,464,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,308,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,85,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/02090,Fairbanks North Star Borough,2022,1717,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,11222,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,14324,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,5493,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/02100,Haines Borough,2022,71,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,300,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,253,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,119,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/02105,Hoonah-Angoon Census Area,2022,287,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,239,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,224,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,74,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/02110,Juneau City and Borough,2022,1247,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,4370,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,4987,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1572,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/02122,Kenai Peninsula Borough,2022,1120,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,7412,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,8239,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,4113,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/02130,Ketchikan Gateway Borough,2022,656,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1844,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1986,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,740,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/02150,Kodiak Island Borough,2022,394,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1131,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,2131,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,569,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
